target,person,occurrence,audio,subid,trial,leftpic,rightpic,correct,subject
B1,child,1,32_02.mp3,32,2,B1,D1,Y,58
B1,child,2,59_33.mp3,59,33,B1,C1,Y,58
C1,child,1,04_02.mp3,4,2,C1,I1,Y,58
C1,child,2,48_39.mp3,48,39,I1,C1,Y,58
E1,child,2,74_31.mp3,74,31,A1,E1,Y,58
G1,parent,1,38_09.mp3,38,9,G1,D1,Y,58
G1,parent,2,33_38.mp3,33,38,K1,G1,Y,58
H1,child,1,17_04.mp3,17,4,H1,C1,Y,58
I1,parent,1,07_01.mp3,7,1,C1,I1,Y,58
K1,parent,2,49_36.mp3,49,36,D1,K1,Y,58
A1,child,2,20_33.mp3,20,33,A1,I1,Y,59
B1,child,1,64_04.mp3,64,4,C1,B1,Y,59
B1,child,2,39_31.mp3,39,31,I1,B1,Y,59
C1,parent,2,66_40.mp3,66,40,C1,E1,Y,59
D1,parent,2,16_32.mp3,16,32,D1,H1,Y,59
E1,child,1,31_06.mp3,31,6,E1,A1,Y,59
H1,parent,1,38_05.mp3,38,5,D1,H1,Y,59
I1,child,1,36_04.mp3,36,4,B1,I1,Y,59
K1,child,1,71_08.mp3,71,8,K1,F1,Y,59
K1,parent,2,72_38.mp3,72,38,A1,K1,Y,59
B1,parent,2,48_38.mp3,48,38,K1,B1,Y,60
C1,child,1,27_06.mp3,27,6,I1,C1,Y,60
E1,child,1,42_10.mp3,42,10,E1,H1,Y,60
E1,parent,2,15_32.mp3,15,32,E1,I1,Y,60
F1,parent,1,74_07.mp3,74,7,F1,C1,Y,60
F1,parent,2,47_34.mp3,47,34,C1,F1,Y,60
G1,child,1,59_08.mp3,59,8,G1,K1,Y,60
G1,parent,1,67_07.mp3,67,7,G1,C1,Y,60
I1,parent,2,68_40.mp3,68,40,B1,I1,Y,60
K1,child,2,04_35.mp3,4,35,A1,K1,Y,60
A1,parent,1,12_07.mp3,12,7,D1,A1,Y,61
D1,parent,1,30_07.mp3,30,7,D1,H1,Y,61
D1,parent,2,28_36.mp3,28,36,D1,K1,Y,61
F1,child,2,55_35.mp3,55,35,G1,F1,Y,61
F1,parent,2,10_36.mp3,10,36,F1,C1,Y,61
G1,child,1,66_04.mp3,66,4,G1,D1,Y,61
G1,child,2,72_33.mp3,72,33,E1,G1,Y,61
G1,parent,1,68_09.mp3,68,9,G1,D1,Y,61
G1,parent,2,28_38.mp3,28,38,G1,K1,Y,61
K1,parent,1,04_01.mp3,4,1,K1,F1,Y,61
B1,child,1,69_06.mp3,69,6,D1,B1,Y,62
B1,child,2,28_37.mp3,28,37,B1,C1,Y,62
B1,parent,1,52_05.mp3,52,5,D1,B1,Y,62
B1,parent,2,35_38.mp3,35,38,B1,I1,Y,62
C1,parent,1,48_03.mp3,48,3,C1,H1,Y,62
E1,child,1,73_02.mp3,73,2,E1,I1,N,62
E1,child,2,60_35.mp3,60,35,H1,E1,Y,62
E1,parent,2,14_38.mp3,14,38,E1,A1,N,62
F1,child,1,20_10.mp3,20,10,F1,C1,Y,62
G1,child,2,27_31.mp3,27,31,K1,G1,Y,62
B1,parent,2,67_34.mp3,67,34,I1,B1,Y,63
C1,child,1,56_08.mp3,56,8,C1,A1,Y,63
E1,child,2,17_33.mp3,17,33,E1,B1,N,63
F1,child,1,40_06.mp3,40,6,F1,C1,Y,63
F1,child,2,74_33.mp3,74,33,G1,F1,Y,63
G1,parent,2,14_32.mp3,14,32,K1,G1,Y,63
H1,child,1,11_08.mp3,11,8,H1,A1,Y,63
I1,child,1,34_06.mp3,34,6,B1,I1,Y,63
I1,parent,2,34_36.mp3,34,36,I1,C1,Y,63
K1,child,1,33_10.mp3,33,10,K1,B1,Y,63
A1,child,2,33_31.mp3,33,31,H1,A1,Y,64
A1,parent,2,39_36.mp3,39,36,A1,H1,Y,64
B1,child,1,37_06.mp3,37,6,K1,B1,Y,64
B1,parent,1,34_01.mp3,34,1,B1,D1,Y,64
D1,child,1,13_02.mp3,13,2,D1,K1,Y,64
D1,child,2,57_31.mp3,57,31,F1,D1,Y,64
E1,parent,2,73_38.mp3,73,38,E1,A1,Y,64
F1,parent,1,73_05.mp3,73,5,F1,K1,N,64
F1,parent,2,60_38.mp3,60,38,F1,C1,Y,64
G1,child,1,61_08.mp3,61,8,G1,E1,Y,64
A1,child,1,39_10.mp3,39,10,D1,A1,Y,65
A1,child,2,18_37.mp3,18,37,A1,I1,Y,65
A1,parent,2,65_34.mp3,65,34,A1,D1,Y,65
B1,child,1,12_06.mp3,12,6,D1,B1,Y,65
C1,child,2,34_35.mp3,34,35,I1,C1,Y,65
E1,parent,1,05_09.mp3,5,9,E1,H1,N,65
F1,child,2,72_31.mp3,72,31,F1,B1,Y,65
G1,parent,2,69_32.mp3,69,32,D1,G1,Y,65
I1,child,1,33_06.mp3,33,6,I1,E1,Y,65
K1,parent,1,40_01.mp3,40,1,A1,K1,Y,65
B1,child,1,68_06.mp3,68,6,I1,B1,Y,66
C1,child,2,31_35.mp3,31,35,E1,C1,Y,66
D1,parent,2,73_34.mp3,73,34,F1,D1,Y,66
E1,parent,2,43_40.mp3,43,40,E1,A1,Y,66
F1,parent,2,51_36.mp3,51,36,F1,C1,Y,66
G1,child,1,71_04.mp3,71,4,G1,E1,Y,66
H1,child,1,49_33.mp3,49,33,H1,E1,Y,66
H1,parent,1,47_07.mp3,47,7,E1,H1,Y,66
I1,parent,1,40_09.mp3,40,9,B1,I1,Y,66
I1,parent,2,38_40.mp3,38,40,I1,E1,Y,66
A1,parent,1,05_05.mp3,5,5,A1,D1,Y,67
B1,child,2,73_33.mp3,73,33,B1,C1,Y,67
C1,child,1,36_10.mp3,36,10,C1,I1,Y,67
C1,parent,2,50_36.mp3,50,36,C1,A1,Y,67
D1,parent,2,68_36.mp3,68,36,K1,D1,Y,67
E1,child,2,18_31.mp3,18,31,E1,H1,Y,67
E1,parent,1,39_09.mp3,39,9,B1,E1,Y,67
F1,child,1,05_02.mp3,5,2,B1,F1,N,67
H1,child,1,09_06.mp3,9,6,C1,H1,Y,67
I1,child,2,71_33.mp3,71,33,B1,I1,N,67
A1,child,1,10_10.mp3,10,10,H1,A1,Y,68
B1,parent,1,49_09.mp3,49,9,B1,K1,Y,68
C1,child,2,58_35.mp3,58,35,C1,A1,Y,68
C1,parent,2,11_40.mp3,11,40,C1,H1,Y,68
D1,child,2,49_31.mp3,49,31,D1,E1,Y,68
E1,parent,1,69_01.mp3,69,1,B1,E1,Y,68
E1,parent,2,67_40.mp3,67,40,I1,E1,Y,68
G1,child,1,44_06.mp3,44,6,D1,G1,Y,68
H1,child,1,44_10.mp3,44,10,H1,A1,Y,68
H1,child,2,53_39.mp3,53,39,D1,H1,Y,68
B1,child,1,56_04.mp3,56,4,B1,K1,Y,69
B1,parent,1,28_01.mp3,28,1,D1,B1,Y,69
C1,child,2,54_33.mp3,54,33,I1,C1,Y,69
C1,parent,2,28_34.mp3,28,34,C1,E1,Y,69
D1,child,2,47_37.mp3,47,37,D1,K1,Y,69
D1,parent,1,51_09.mp3,51,9,E1,D1,Y,69
F1,child,1,38_02.mp3,38,2,G1,F1,N,69
F1,parent,2,20_34.mp3,20,34,F1,G1,Y,69
G1,child,1,57_04.mp3,57,4,E1,G1,Y,69
H1,parent,2,61_36.mp3,61,36,H1,A1,Y,69
A1,child,1,14_08.mp3,14,8,A1,H1,Y,70
A1,child,2,56_37.mp3,56,37,I1,A1,Y,70
A1,parent,1,17_07.mp3,17,7,A1,K1,Y,70
A1,parent,2,52_32.mp3,52,32,I1,A1,Y,70
C1,child,2,14_35.mp3,14,35,I1,C1,Y,70
D1,parent,1,43_05.mp3,43,5,F1,D1,Y,70
E1,parent,1,10_01.mp3,10,1,A1,E1,Y,70
F1,child,1,31_02.mp3,31,2,B1,F1,Y,70
G1,parent,2,60_32.mp3,60,32,C1,G1,Y,70
I1,parent,2,13_40.mp3,13,40,I1,E1,Y,70
A1,child,1,15_02.mp3,15,2,I1,A1,N,71
A1,child,2,35_37.mp3,35,37,K1,A1,Y,71
A1,parent,1,62_05.mp3,62,5,A1,K1,Y,71
D1,parent,2,65_40.mp3,65,40,H1,D1,Y,71
F1,parent,2,14_34.mp3,14,34,F1,K1,Y,71
G1,parent,1,04_07.mp3,4,7,K1,G1,Y,71
G1,parent,2,50_40.mp3,50,40,G1,K1,Y,71
H1,parent,1,57_09.mp3,57,9,H1,A1,Y,71
I1,child,2,14_37.mp3,14,37,I1,E1,Y,71
I1,parent,1,65_01.mp3,65,1,B1,I1,Y,71
A1,child,2,62_31.mp3,62,31,H1,A1,Y,72
A1,parent,2,68_32.mp3,68,32,H1,A1,Y,72
B1,child,1,21_02.mp3,21,2,C1,B1,N,72
B1,parent,1,66_09.mp3,66,9,I1,B1,Y,72
D1,parent,2,72_32.mp3,72,32,H1,D1,Y,72
E1,child,1,20_04.mp3,20,4,E1,A1,Y,72
G1,child,2,75_37.mp3,75,37,G1,C1,Y,72
H1,parent,1,65_07.mp3,65,7,H1,E1,N,72
I1,parent,1,35_05.mp3,35,5,C1,I1,Y,72
I1,parent,2,44_36.mp3,44,36,I1,A1,Y,72
B1,child,1,36_02.mp3,36,2,B1,I1,Y,73
C1,child,2,69_35.mp3,69,35,C1,A1,Y,73
D1,child,2,75_33.mp3,75,33,H1,D1,Y,73
D1,parent,1,33_07.mp3,33,7,H1,D1,Y,73
E1,child,2,05_31.mp3,5,31,E1,I1,Y,73
E1,parent,1,32_07.mp3,32,7,E1,H1,Y,73
F1,parent,2,40_40.mp3,40,40,F1,K1,Y,73
G1,child,1,20_08.mp3,20,8,G1,E1,Y,73
I1,child,1,12_04.mp3,12,4,I1,B1,Y,73
I1,child,2,15_31.mp3,15,31,I1,E1,Y,73
A1,child,2,47_39.mp3,47,39,H1,A1,Y,74
B1,child,1,44_08.mp3,44,8,K1,B1,Y,74
D1,child,2,38_31.mp3,38,31,D1,E1,N,74
E1,parent,1,55_07.mp3,55,7,A1,E1,Y,74
G1,child,1,74_02.mp3,74,2,K1,G1,Y,74
G1,child,2,16_35.mp3,16,35,G1,E1,Y,74
G1,parent,1,36_05.mp3,36,5,E1,G1,Y,74
G1,parent,2,20_32.mp3,20,32,G1,K1,Y,74
K1,child,2,28_31.mp3,28,31,D1,K1,N,74
K1,parent,1,39_05.mp3,39,5,B1,K1,Y,74
A1,parent,1,18_07.mp3,18,7,A1,D1,Y,75
A1,parent,2,32_34.mp3,32,34,H1,A1,Y,75
B1,parent,1,58_09.mp3,58,9,D1,B1,Y,75
C1,child,1,18_02.mp3,18,2,H1,C1,N,75
C1,child,2,68_33.mp3,68,33,H1,C1,Y,75
D1,child,2,51_39.mp3,51,39,F1,D1,Y,75
F1,child,2,11_39.mp3,11,39,F1,C1,Y,75
F1,parent,1,09_03.mp3,9,3,K1,F1,Y,75
H1,parent,1,64_09.mp3,64,9,C1,H1,Y,75
I1,child,2,62_33.mp3,62,33,B1,I1,Y,75
A1,parent,1,35_01.mp3,35,1,H1,A1,Y,76
B1,parent,2,71_38.mp3,71,38,K1,B1,N,76
C1,parent,1,13_36.mp3,13,36,A1,C1,Y,76
D1,child,2,60_39.mp3,60,39,D1,E1,Y,76
G1,child,1,51_06.mp3,51,6,G1,C1,Y,76
G1,child,2,10_33.mp3,10,33,G1,C1,Y,76
H1,parent,2,17_32.mp3,17,32,H1,A1,Y,76
I1,child,1,54_37.mp3,54,37,C1,I1,Y,76
K1,parent,1,74_09.mp3,74,9,F1,K1,Y,76
K1,parent,2,16_40.mp3,16,40,B1,K1,Y,76
A1,child,2,73_35.mp3,73,35,A1,I1,Y,77
B1,child,2,13_39.mp3,13,39,C1,B1,Y,77
C1,child,1,21_06.mp3,21,6,C1,A1,N,77
D1,child,2,21_33.mp3,21,33,D1,E1,N,77
D1,parent,2,70_36.mp3,70,36,D1,E1,Y,77
E1,child,1,46_02.mp3,46,2,E1,H1,Y,77
E1,child,2,52_31.mp3,52,31,E1,H1,Y,77
F1,child,1,14_10.mp3,14,10,F1,G1,Y,77
G1,parent,1,75_05.mp3,75,5,D1,G1,Y,77
I1,child,1,74_10.mp3,74,10,I1,C1,Y,77
A1,child,1,52_04.mp3,52,4,K1,A1,N,78
C1,child,1,52_06.mp3,52,6,C1,A1,Y,78
C1,parent,2,40_32.mp3,40,32,C1,A1,Y,78
E1,child,1,04_04.mp3,4,4,E1,B1,Y,78
E1,parent,1,72_07.mp3,72,7,E1,H1,Y,78
F1,child,1,37_04.mp3,37,4,F1,G1,Y,78
F1,child,2,71_37.mp3,71,37,B1,F1,Y,78
H1,parent,2,45_36.mp3,45,36,H1,C1,Y,78
I1,parent,2,36_36.mp3,36,36,I1,E1,Y,78
K1,child,2,73_31.mp3,73,31,K1,D1,Y,78
A1,parent,2,27_32.mp3,27,32,A1,H1,Y,79
B1,parent,1,61_05.mp3,61,5,I1,B1,Y,79
C1,parent,2,38_32.mp3,38,32,C1,A1,Y,79
D1,child,1,28_08.mp3,28,8,H1,D1,N,79
F1,child,2,66_39.mp3,66,39,C1,F1,Y,79
F1,parent,1,68_07.mp3,68,7,F1,B1,Y,79
G1,parent,1,16_03.mp3,16,3,D1,G1,Y,79
H1,child,2,50_39.mp3,50,39,H1,D1,Y,79
H1,parent,1,04_05.mp3,4,5,H1,E1,Y,79
H1,parent,2,60_40.mp3,60,40,D1,H1,Y,79
A1,parent,2,14_36.mp3,14,36,D1,A1,Y,80
D1,parent,1,38_01.mp3,38,1,K1,D1,Y,80
D1,parent,2,69_34.mp3,69,34,F1,D1,Y,80
E1,parent,2,70_40.mp3,70,40,I1,E1,Y,80
F1,child,2,45_39.mp3,45,39,F1,G1,Y,80
F1,parent,1,18_03.mp3,18,3,C1,F1,Y,80
G1,child,1,39_02.mp3,39,2,K1,G1,Y,80
H1,parent,1,50_07.mp3,50,7,E1,H1,Y,80
H1,parent,2,05_38.mp3,5,38,H1,C1,Y,80
I1,parent,1,67_03.mp3,67,3,I1,B1,Y,80
A1,parent,1,67_09.mp3,67,9,H1,A1,Y,81
B1,child,1,18_08.mp3,18,8,D1,B1,Y,81
B1,child,2,15_35.mp3,15,35,K1,B1,N,81
B1,parent,1,26_05.mp3,26,5,C1,B1,Y,81
D1,child,2,09_35.mp3,9,35,H1,D1,Y,81
E1,child,2,56_31.mp3,56,31,E1,I1,Y,81
F1,parent,1,17_01.mp3,17,1,C1,F1,Y,81
F1,parent,2,38_34.mp3,38,34,F1,K1,Y,81
H1,child,1,45_08.mp3,45,8,H1,E1,Y,81
I1,child,2,58_39.mp3,58,39,B1,I1,Y,81
A1,child,2,74_37.mp3,74,37,A1,I1,Y,82
C1,parent,2,39_38.mp3,39,38,C1,E1,Y,82
D1,child,1,16_02.mp3,16,2,K1,D1,N,82
E1,child,1,27_02.mp3,27,2,I1,E1,Y,82
E1,parent,1,33_05.mp3,33,5,E1,B1,Y,82
E1,parent,2,59_40.mp3,59,40,E1,I1,Y,82
F1,child,2,52_37.mp3,52,37,C1,F1,Y,82
F1,parent,1,75_01.mp3,75,1,B1,F1,Y,82
G1,child,1,05_08.mp3,5,8,G1,C1,N,82
H1,parent,2,44_40.mp3,44,40,D1,H1,Y,82
B1,child,2,27_33.mp3,27,33,K1,B1,Y,83
C1,child,1,05_33.mp3,5,33,C1,A1,Y,83
C1,child,2,26_33.mp3,26,33,E1,C1,Y,83
E1,child,1,43_08.mp3,43,8,I1,E1,Y,83
E1,parent,1,30_03.mp3,30,3,I1,E1,Y,83
